article_id,annotator,node,ranges,tokens,label,id
5cf466b8896a7fea06ffdc1a,B,1,"[[328, 480]]","O grau de abertura das nações é reflexo das sensibilidades domésticas e dos solavancos internacionais e, em ambos os níveis, proliferavam condicionantes",Value,6989
5cf466b8896a7fea06ffdc1a,B,2,"[[521, 745]]","saltavam à vista a disputa comercial entre os Estados Unidos e a China, a tensão militar no estreito de Kerch, o caso Khashoggi, a investidura do próximo Presidente brasileiro e ainda a saída do Reino Unido da União Europeia",Value,6990
5cf466b8896a7fea06ffdc1a,B,5,"[[1491, 1708]]","o Presidente Macri cumpriu uma das suas basilares promessas de campanha: transformar um país que se encontrava fora dos mercados internacionais numa nação conectada com o mundo, numa voz escutada, relevante e credível",Value(+),6991
5cf466b8896a7fea06ffdc1a,B,6,"[[1213, 1431]]","a Cimeira de Buenos Aires consagrou a Argentina como um país plenamente reinserido na comunidade internacional, defensor do multilateralismo e aberto ao investimento estrangeiro e ao diálogo com todos os interlocutores",Value,6992
5cf466b8896a7fea06ffdc1a,B,8,"[[1889, 2019]]","alude a três dos principais reptos globais: as alterações climáticas, o combate ao terrorismo e a defesa do comércio internacional",Value,6993
5cf466b8896a7fea06ffdc1a,B,9,"[[1749, 1869]]","a declaração final não é – contrariamente ao que vi referido – um pronunciamento de circunstância, estéril e minimalista",Value,6994
5cf466b8896a7fea06ffdc1a,C,0,"[[225, 326]]",O ponto de partida para os trabalhos levados a cabo em Buenos Aires era indisfarçavelmente melindroso,Value(-),6995
5cf466b8896a7fea06ffdc1a,C,1,"[[328, 480]]","O grau de abertura das nações é reflexo das sensibilidades domésticas e dos solavancos internacionais e, em ambos os níveis, proliferavam condicionantes",Value,6996
5cf466b8896a7fea06ffdc1a,C,3,"[[1433, 1708]]","Está hoje claro, aos olhos dos argentinos e do mundo, que o Presidente Macri cumpriu uma das suas basilares promessas de campanha: transformar um país que se encontrava fora dos mercados internacionais numa nação conectada com o mundo, numa voz escutada, relevante e credível",Value(+),6997
5cf466b8896a7fea06ffdc1a,C,4,"[[1213, 1431]]","a Cimeira de Buenos Aires consagrou a Argentina como um país plenamente reinserido na comunidade internacional, defensor do multilateralismo e aberto ao investimento estrangeiro e ao diálogo com todos os interlocutores",Value(+),6998
5cf466b8896a7fea06ffdc1a,C,6,"[[1889, 2019]]","alude a três dos principais reptos globais: as alterações climáticas, o combate ao terrorismo e a defesa do comércio internacional",Value,6999
5cf466b8896a7fea06ffdc1a,C,10,"[[1749, 1773], [1812, 1869]]","a declaração final não é um pronunciamento de circunstância, estéril e minimalista",Value,7000
5cf466b8896a7fea06ffdc1a,C,11,"[[1798, 1809]]",vi referido,Value,7001
5cf466b8896a7fea06ffdc1a,C,7,"[[2123, 2311]]","foi importante ver os signatários do Acordo de Paris reiterar, na declaração do G20, que se trata de um compromisso “irreversível”, feito de “responsabilidades comuns embora diferenciadas”",Value(+),7002
5cf466b8896a7fea06ffdc1a,C,8,"[[2022, 2094]]",Em vésperas da Conferência das Nações Unidas sobre Alterações Climáticas,Value,7003
5cf466b8896a7fea06ffdc1a,D,0,"[[2357, 2414]]",convocar a indústria digital para o combate ao terrorismo,Value(+),7004
5cf466b8896a7fea06ffdc1a,D,1,"[[2506, 2689]]","sem o envolvimento das plataformas tecnológicas e a celebração de convénios internacionais na área da cibersegurança, a tarefa dos Estados neste campo estará cada vez mais dificultada",Fact,7005
5cf466b8896a7fea06ffdc1a,D,3,"[[1749, 1869]]","a declaração final não é – contrariamente ao que vi referido – um pronunciamento de circunstância, estéril e minimalista",Value,7006
5cf466b8896a7fea06ffdc1a,D,4,"[[1889, 1931]]",alude a três dos principais reptos globais,Value(+),7007
5cf466b8896a7fea06ffdc1a,D,5,"[[1933, 1957]]",as alterações climáticas,Fact,7008
5cf466b8896a7fea06ffdc1a,D,6,"[[1959, 1982]]",o combate ao terrorismo,Fact,7009
5cf466b8896a7fea06ffdc1a,D,7,"[[1985, 2019]]",a defesa do comércio internacional,Fact,7010
5cf466c3896a7fea06ffdc74,B,0,"[[114, 149]]",Hesitei antes de ensaiar esta prosa,Value,7011
5cf466c3896a7fea06ffdc74,B,1,"[[167, 254]]",a ideia da (pseudo)incompatibilidade entre ciência e religião é tipicamente mal tratada,Value,7012
5cf466c3896a7fea06ffdc74,B,2,"[[257, 331]]",a superficialidade da argumentação tende a não merecer grande consideração,Value(-),7013
5cf466c3896a7fea06ffdc74,B,5,"[[349, 405]]",a adesão à temática encoraja um ensaio de esclarecimento,Value,7014
5cf466c3896a7fea06ffdc74,B,6,"[[525, 579]]",me encontro particularmente desperto para este assunto,Value,7015
5cf466c3896a7fea06ffdc74,B,7,"[[426, 498]]",sendo químico (positivamente marcado pelos competentes livros de Atkins),Fact,7016
5cf466c3896a7fea06ffdc74,B,8,"[[501, 523]]",crente católico romano,Fact,7017
5cf466c3896a7fea06ffdc74,B,11,"[[581, 642]]",Consciente de que a complexidade envolvida nesta problemática,Value,7018
5cf466c3896a7fea06ffdc74,B,12,"[[653, 701]]",arrisco alguns contrapontos em formato abreviado,Value,7019
5cf466c3896a7fea06ffdc74,B,14,"[[1057, 1120]]",São inúmeras e indiscutíveis as vantagens da empresa científica,Value(+),7020
5cf466c3896a7fea06ffdc74,B,15,"[[1147, 1257]]",existem alguns exemplos de abuso ou mau uso da ciência e outros aspetos caricaturáveis do exercício científico,Value(-),7021
5cf466c3896a7fea06ffdc74,B,17,"[[1775, 1800]]",Pela sua própria natureza,Value,7022
5cf466c3896a7fea06ffdc74,B,18,"[[1802, 1845]]",a transcendência não é totalmente acessível,Value,7023
5cf466c3896a7fea06ffdc74,B,19,"[[1855, 1895]]","para os crentes religiosos, relacionável",Value,7024
5cf466c3896a7fea06ffdc74,B,22,"[[1930, 1978]]",A religião não se confunde com a espiritualidade,Value,7025
5cf466c3896a7fea06ffdc74,B,23,"[[1999, 2075]]",a espiritualidade é o vinho e a religião um copo por onde este se pode beber,Value,7026
5cf466c3896a7fea06ffdc74,B,24,"[[2077, 2249]]","Pode entender-se a religião como a projeção cultural de uma determinada espiritualidade, resultando num conjunto de adesões pessoais e comunitárias, incluindo ritualizações",Value,7027
5cf466c3896a7fea06ffdc74,B,27,"[[2261, 2303]]",o fenómeno religioso seja vasto e complexo,Value,7028
5cf466c3896a7fea06ffdc74,B,28,"[[2305, 2404]]","podemos ver a religião, no caso do cristianismo, por exemplo, como um palco para uma vivência de fé",Value,7029
5cf466c3896a7fea06ffdc74,B,30,"[[2747, 2790]]",A religião não se baseia no ato explicativo,Value,7030
5cf466c3896a7fea06ffdc74,B,31,"[[2792, 2827]]",como o entende e exercita a ciência,Value,7031
5cf466c3896a7fea06ffdc74,B,33,"[[3281, 3332]]",sempre luzes e sombras que caraterizam as religiões,Value,7032
5cf466c3896a7fea06ffdc74,B,34,"[[3334, 3433]]","a ciência, na sua génese europeísta, deve muito à cosmovisão suportada pela tradição judaico-cristã",Value,7033
5cf466c3896a7fea06ffdc74,B,36,"[[3512, 3641]]","a comunidade científica, constituída por indivíduos crentes e não crentes, tende a privilegiar o diálogo entre ciência e religião",Value,7034
5cf466c3896a7fea06ffdc74,B,37,"[[3643, 3697]]",sendo a posição de Atkins uma exceção em decrescimento,Value,7035
5cf466c3896a7fea06ffdc74,B,39,"[[3951, 4076]]",quase me sinto no dever institucional de pedir desculpa aos meus colegas filósofos por tamanha desconsideração e indelicadeza,Value,7036
5cf466c3896a7fea06ffdc74,B,40,"[[3837, 3868]]",acaba por pontapear a filosofia,Value(-),7037
5cf466c3896a7fea06ffdc74,B,41,"[[4089, 4157]]",entendo que a ciência cada vez mais deverá considerar as humanidades,Value,7038
5cf466c3896a7fea06ffdc74,B,43,"[[4159, 4215]]","Registo ainda o gesto quase edipiano de matança de ""mãe""",Value,7039
5cf466c3896a7fea06ffdc74,B,44,"[[4224, 4298]]","a ciência, na mais elementar análise, deriva da chamada philosofia natural",Value,7040
5cf466c3896a7fea06ffdc74,B,46,"[[4454, 4612]]","do lado de muitas religiões e de muitas pessoas religiosas, existem práticas, posições e argumentações também elas nada coerentes nem facilitadoras do diálogo",Value(-),7041
5cf466c3896a7fea06ffdc74,B,47,"[[4642, 4717]]",as colocações que derivam das aproximações literalistas aos livros sagrados,Value,7042
5cf466c3896a7fea06ffdc74,B,70,"[[4720, 4767]]",os caminhos equívocos de um “deus-tapa-buracos”,Value(-),7043
5cf466c3896a7fea06ffdc74,B,49,"[[5330, 5420]]",permite um confronto crítico do seu caminho e amplia o robustecimento das razões da sua fé,Value(+),7044
5cf466c3896a7fea06ffdc74,B,50,"[[5265, 5321]]",o diálogo com a não crença é fundamental para os crentes,Value(+),7045
5cf466c3896a7fea06ffdc74,B,52,"[[5009, 5088]]",A colocação de não crença num Deus é uma possibilidade para qualquer ser humano,Value,7046
5cf466c3896a7fea06ffdc74,B,53,"[[5440, 5495]]",a fé é sempre terreno de risco para cada um dos crentes,Value,7047
5cf466c3896a7fea06ffdc74,B,54,"[[5526, 5607]]",crença e não crença são dois olhares de diferentes ângulos sobre o mesmo mistério,Value,7048
5cf466c3896a7fea06ffdc74,B,55,"[[5090, 5251]]","Ao longo da história do pensamento e felizmente de forma mais transparente no ambiente secular em que vivemos, o ateísmo resulta precisamente do livre pensamento",Value,7049
5cf466c3896a7fea06ffdc74,B,56,"[[5623, 5685]]",o diálogo é (como em tantos desafios da vida) o melhor caminho,Value(+),7050
5cf466c3896a7fea06ffdc74,B,62,"[[6086, 6205]]",a ciência se desenvolve precisamente na tensão entre a tentativa de “separar para simplificar” e a complexidade do real,Value,7051
5cf466c3896a7fea06ffdc74,B,63,"[[6211, 6353]]",esta posição fundamentalista de simplificação (que exclui outros olhares sem ‘óculos científicos’) é precisamente perigosa... e mata o diálogo,Value(-),7052
5cf466c3896a7fea06ffdc74,B,65,"[[6551, 6592]]",ainda bem que ele é não crente nesse deus,Value(+),7053
5cf466c3896a7fea06ffdc74,B,66,"[[6595, 6642]]","eu, com entusiasmo, acompanho-o nesse ‘ateísmo’",Value(+),7054
5cf466c3896a7fea06ffdc74,B,67,"[[6494, 6549]]",O deus em que não acredita Peter Atkins é inacreditável,Value,7055
5cf466c3896a7fea06ffdc74,C,0,"[[525, 579]]",me encontro particularmente desperto para este assunto,Value(+),7056
5cf466c3896a7fea06ffdc74,C,1,"[[426, 498]]",sendo químico (positivamente marcado pelos competentes livros de Atkins),Fact,7057
5cf466c3896a7fea06ffdc74,C,2,"[[501, 523]]",crente católico romano,Value,7058
5cf466c3896a7fea06ffdc74,C,4,"[[1346, 1388]]",a ciência não responde a todas as questões,Fact,7059
5cf466c3896a7fea06ffdc74,C,5,"[[1390, 1441]]",responde a questões do tipo how? e não do tipo why?,Value,7060
5cf466c3896a7fea06ffdc74,C,29,"[[1269, 1344]]",a ciência tem a si associados dois aspetos que são determinantes neste tema,Value(+),7061
5cf466c3896a7fea06ffdc74,C,31,"[[1445, 1468]]",tem um caráter dinâmico,Value,7062
5cf466c3896a7fea06ffdc74,C,33,"[[1470, 1525]]",as verdades científicas são intrinsecamente provisórias,Value,7063
5cf466c3896a7fea06ffdc74,C,7,"[[1802, 1845]]",a transcendência não é totalmente acessível,Value,7064
5cf466c3896a7fea06ffdc74,C,8,"[[1780, 1800]]",sua própria natureza,Value,7065
5cf466c3896a7fea06ffdc74,C,10,"[[2261, 2303]]",o fenómeno religioso seja vasto e complexo,Value,7066
5cf466c3896a7fea06ffdc74,C,11,"[[2305, 2495]]","podemos ver a religião, no caso do cristianismo, por exemplo, como um palco para uma vivência de fé, isto é, de confiança numa transcendência que, contudo, se plasma na realidade (imanência)",Value,7067
5cf466c3896a7fea06ffdc74,C,13,"[[3951, 4076]]",quase me sinto no dever institucional de pedir desculpa aos meus colegas filósofos por tamanha desconsideração e indelicadeza,Value,7068
5cf466c3896a7fea06ffdc74,C,14,"[[4089, 4157]]",entendo que a ciência cada vez mais deverá considerar as humanidades,Value,7069
5cf466c3896a7fea06ffdc74,C,16,"[[4159, 4215]]","Registo ainda o gesto quase edipiano de matança de ""mãe""",Value(-),7070
5cf466c3896a7fea06ffdc74,C,17,"[[4224, 4298]]","a ciência, na mais elementar análise, deriva da chamada philosofia natural",Fact,7071
5cf466c3896a7fea06ffdc74,C,19,"[[5265, 5321]]",o diálogo com a não crença é fundamental para os crentes,Value(+),7072
5cf466c3896a7fea06ffdc74,C,20,"[[5330, 5373]]",permite um confronto crítico do seu caminho,Value(+),7073
5cf466c3896a7fea06ffdc74,C,21,"[[5376, 5420]]",amplia o robustecimento das razões da sua fé,Value(+),7074
5cf466c3896a7fea06ffdc74,C,24,"[[5440, 5495]]",a fé é sempre terreno de risco para cada um dos crentes,Value,7075
5cf466c3896a7fea06ffdc74,C,25,"[[5623, 5685]]",o diálogo é (como em tantos desafios da vida) o melhor caminho,Value(+),7076
5cf466c3896a7fea06ffdc74,C,28,"[[5009, 5088]]",A colocação de não crença num Deus é uma possibilidade para qualquer ser humano,Value,7077
5cf466c3896a7fea06ffdc74,C,53,"[[5201, 5251]]",o ateísmo resulta precisamente do livre pensamento,Value,7078
5cf466c3896a7fea06ffdc74,C,35,"[[1057, 1120]]",São inúmeras e indiscutíveis as vantagens da empresa científica,Value(+),7079
5cf466c3896a7fea06ffdc74,C,36,"[[1147, 1201]]",existem alguns exemplos de abuso ou mau uso da ciência,Value(-),7080
5cf466c3896a7fea06ffdc74,C,37,"[[1204, 1257]]",outros aspetos caricaturáveis do exercício científico,Value(-),7081
5cf466c3896a7fea06ffdc74,C,40,"[[1930, 1978]]",A religião não se confunde com a espiritualidade,Value,7082
5cf466c3896a7fea06ffdc74,C,41,"[[1999, 2026]]",a espiritualidade é o vinho,Value,7083
5cf466c3896a7fea06ffdc74,C,42,"[[2029, 2075]]",a religião um copo por onde este se pode beber,Value,7084
5cf466c3896a7fea06ffdc74,C,44,"[[2077, 2249]]","Pode entender-se a religião como a projeção cultural de uma determinada espiritualidade, resultando num conjunto de adesões pessoais e comunitárias, incluindo ritualizações",Value,7085
5cf466c3896a7fea06ffdc74,C,46,"[[2497, 2548]]",A religião não responde também a todas as perguntas,Value,7086
5cf466c3896a7fea06ffdc74,C,47,"[[2593, 2682]]","As perguntas do tipo how? (como evoluiu o homem?, por exemplo) não são o foco da religião",Value,7087
5cf466c3896a7fea06ffdc74,C,49,"[[2570, 2591]]",tem a sua metodologia,Value,7088
5cf466c3896a7fea06ffdc74,C,58,"[[2747, 2827]]","A religião não se baseia no ato explicativo, como o entende e exercita a ciência",Value,7089
5cf466c3896a7fea06ffdc74,C,59,"[[2829, 2888]]","fitando-se, antes, no mistério do significado da existência",Value,7090
5cf466c3896a7fea06ffdc74,C,50,"[[3494, 3641]]","Nos dias de hoje, a comunidade científica, constituída por indivíduos crentes e não crentes, tende a privilegiar o diálogo entre ciência e religião",Value,7091
5cf466c3896a7fea06ffdc74,C,51,"[[3649, 3697]]",a posição de Atkins uma exceção em decrescimento,Value(-),7092
5cf466c3896a7fea06ffdc74,C,55,"[[6355, 6401], [6441, 6488]]","Os simplismos da ciência, como os da religião, bloqueiam, paradoxalmente, as pontes de diálogo",Value(-),7093
5cf466c3896a7fea06ffdc74,C,56,"[[6405, 6439]]",abdicarem da complexidade inerente,Value,7094
5cf466c3896a7fea06ffdc74,D,0,"[[3494, 3641]]","Nos dias de hoje, a comunidade científica, constituída por indivíduos crentes e não crentes, tende a privilegiar o diálogo entre ciência e religião",Fact,7095
5cf466c3896a7fea06ffdc74,D,1,"[[3649, 3697]]",a posição de Atkins uma exceção em decrescimento,Value(-),7096
5cf466c3896a7fea06ffdc74,D,3,"[[3946, 4076]]",Aqui quase me sinto no dever institucional de pedir desculpa aos meus colegas filósofos por tamanha desconsideração e indelicadeza,Value,7097
5cf466c3896a7fea06ffdc74,D,4,"[[4089, 4157]]",entendo que a ciência cada vez mais deverá considerar as humanidades,Policy,7098
5cf466c3896a7fea06ffdc74,D,6,"[[4883, 5003]]","O fundamentalismo religioso, tal como o fundamentalismo cientificista, constituem a base desta (pseudo)incompatibilidade",Value(-),7099
5cf466c3896a7fea06ffdc74,D,7,"[[4454, 4612]]","do lado de muitas religiões e de muitas pessoas religiosas, existem práticas, posições e argumentações também elas nada coerentes nem facilitadoras do diálogo",Fact,7100
5cf466c3896a7fea06ffdc74,D,9,"[[5265, 5321]]",o diálogo com a não crença é fundamental para os crentes,Value(+),7101
5cf466c3896a7fea06ffdc74,D,10,"[[5330, 5373]]",permite um confronto crítico do seu caminho,Value(+),7102
5cf466c3896a7fea06ffdc74,D,11,"[[5376, 5420]]",amplia o robustecimento das razões da sua fé,Value(+),7103
5cf466c3896a7fea06ffdc74,D,12,"[[5440, 5495]]",a fé é sempre terreno de risco para cada um dos crentes,Value(-),7104
5cf466c3896a7fea06ffdc74,D,13,"[[5623, 5685]]",o diálogo é (como em tantos desafios da vida) o melhor caminho,Value(+),7105
5cf466c3896a7fea06ffdc74,D,17,"[[5201, 5251]]",o ateísmo resulta precisamente do livre pensamento,Fact,7106
5cf466c3896a7fea06ffdc74,D,31,"[[5526, 5607]]",crença e não crença são dois olhares de diferentes ângulos sobre o mesmo mistério,Value,7107
5cf466c3896a7fea06ffdc74,D,20,"[[4159, 4215]]","Registo ainda o gesto quase edipiano de matança de ""mãe""",Value,7108
5cf466c3896a7fea06ffdc74,D,21,"[[4224, 4298]]","a ciência, na mais elementar análise, deriva da chamada philosofia natural",Fact,7109
5cf466c3896a7fea06ffdc74,D,23,"[[3243, 3268], [3334, 3492]]","Não há que escamotear que a ciência, na sua génese europeísta, deve muito à cosmovisão suportada pela tradição judaico-cristã, ideia assumida de forma consensual na História da ciência",Value,7110
5cf466c3896a7fea06ffdc74,D,24,"[[3281, 3332]]",sempre luzes e sombras que caraterizam as religiões,Fact,7111
5cf466c3896a7fea06ffdc74,D,26,"[[2497, 2591]]","A religião não responde também a todas as perguntas e, em certo sentido, tem a sua metodologia",Value,7112
5cf466c3896a7fea06ffdc74,D,27,"[[2593, 2745]]","As perguntas do tipo how? (como evoluiu o homem?, por exemplo) não são o foco da religião nem os livros sagrados são os indicados para lhes dar resposta",Fact,7113
5cf466c3896a7fea06ffdc74,D,28,"[[2747, 2888]]","A religião não se baseia no ato explicativo, como o entende e exercita a ciência, fitando-se, antes, no mistério do significado da existência",Fact,7114
5cf465b6896a7fea06ffd37d,A,0,"[[1957, 2029]]","""revolução"" é um termo frequente na literatura sobre os direitos humanos",Fact,7115
5cf465b6896a7fea06ffd37d,A,1,"[[1762, 1917]]","o reconhecimento e proclamação de ""direitos humanos"" tiveram uma repercussão revolucionária em todos os domínios da vida individual, social e internacional",Value,7116
5cf465b6896a7fea06ffd37d,A,3,"[[5030, 5265]]",O Grupo de Trabalho Interministerial para as Comemorações dos 70 anos da Declaração Universal dos Direitos Humanos e dos 40 Anos da Adesão de Portugal à Convenção Europeia dos Direitos Humanos poderia fazer uma diligência nesse sentido,Value,7117
5cf465b6896a7fea06ffd37d,A,4,"[[5267, 5367]]",A re-publicação do texto (rectificado) da Declaração seria um acto significativo destas comemorações,Value,7118
5cf465b6896a7fea06ffd37d,B,0,"[[1957, 2029]]","""revolução"" é um termo frequente na literatura sobre os direitos humanos",Value,7119
5cf465b6896a7fea06ffd37d,B,1,"[[1762, 1945]]","o reconhecimento e proclamação de ""direitos humanos"" tiveram uma repercussão revolucionária em todos os domínios da vida individual, social e internacional, sobretudo a partir de 1948",Value,7120
5cf465b6896a7fea06ffd37d,B,3,"[[3100, 3293]]","Os valores e princípios dos direitos humanos tornaram-se o Direito do Direito, isto é, um Direito intangível, indisponível, acima do princípio de soberania e da liberdade contratual dos Estados",Value,7121
5cf465b6896a7fea06ffd37d,B,4,"[[3295, 3356]]",transformando as paisagens jurídicas internacional e nacional,Value,7122
5cf465b6896a7fea06ffd37d,B,6,"[[5030, 5265]]",O Grupo de Trabalho Interministerial para as Comemorações dos 70 anos da Declaração Universal dos Direitos Humanos e dos 40 Anos da Adesão de Portugal à Convenção Europeia dos Direitos Humanos poderia fazer uma diligência nesse sentido,Value,7123
5cf465b6896a7fea06ffd37d,B,7,"[[5267, 5367]]",A re-publicação do texto (rectificado) da Declaração seria um acto significativo destas comemorações,Value(+),7124
5cf465b6896a7fea06ffd37d,D,0,"[[1762, 1945]]","o reconhecimento e proclamação de ""direitos humanos"" tiveram uma repercussão revolucionária em todos os domínios da vida individual, social e internacional, sobretudo a partir de 1948",Value,7125
5cf465b6896a7fea06ffd37d,D,1,"[[1957, 2029]]","""revolução"" é um termo frequente na literatura sobre os direitos humanos",Fact,7126
5cf465d2896a7fea06ffd4aa,B,0,"[[776, 845]]",Tenho perfeita consciência da frágil linha de gelo em que nos movemos,Value(-),7127
5cf465d2896a7fea06ffd4aa,B,1,"[[858, 938]]","todos, accionistas e trabalhadores, têm de conter as suas legítimas expectativas",Policy,7128
5cf465d2896a7fea06ffd4aa,B,3,"[[1112, 1243]]",impede ainda hoje as nossas instituições de crédito de ter um rating que lhes permita emissões de dívida nos mercados a longo prazo,Value,7129
5cf465d2896a7fea06ffd4aa,B,4,"[[953, 1063]]",os bancos continuam a pagar a factura do despautério e da embriaguez irresponsável das duas décadas anteriores,Value,7130
5cf465d2896a7fea06ffd4aa,B,6,"[[1458, 1560]]","seria e era de esperar que os trabalhadores fossem recompensados pelo seu esforço, empenho e dedicação",Value,7131
5cf465d2896a7fea06ffd4aa,B,7,"[[1262, 1406]]","a banca encontra-se, felizmente para todos, a recuperar e este ano o sector registará um crescimento de mais de 80% dos seus resultados líquidos",Fact,7132
5cf465d2896a7fea06ffd4aa,B,9,"[[2064, 2190]]","Estes administradores, com uma visão 1.0 do futuro da banca, olham para os trabalhadores como um custo e nada mais do que isso",Value(-),7133
5cf465d2896a7fea06ffd4aa,B,10,"[[2199, 2484]]","em vez de premiarem os mais novos e em fase ascendente das suas carreiras, estes “burrocratas”, se me permitem que me apodere por momentos da expressão de Herberto Helder, preferem punir e redistribuir, numa manobra tacanha e digna de gente sem qualquer respeito pelos seus concidadãos",Value(-),7134
5cf465d2896a7fea06ffd4aa,C,0,"[[1262, 1317]]","a banca encontra-se, felizmente para todos, a recuperar",Value(+),7135
5cf465d2896a7fea06ffd4aa,C,1,"[[1458, 1560]]","seria e era de esperar que os trabalhadores fossem recompensados pelo seu esforço, empenho e dedicação",Value,7136
5cf465d2896a7fea06ffd4aa,C,8,"[[1320, 1406]]",este ano o sector registará um crescimento de mais de 80% dos seus resultados líquidos,Value(+),7137
5cf465d2896a7fea06ffd4aa,C,3,"[[2064, 2085], [2125, 2190]]",Estes administradores olham para os trabalhadores como um custo e nada mais do que isso,Value(-),7138
5cf465d2896a7fea06ffd4aa,C,4,"[[2091, 2123]]",uma visão 1.0 do futuro da banca,Value(-),7139
5cf465d2896a7fea06ffd4aa,C,5,"[[2199, 2484]]","em vez de premiarem os mais novos e em fase ascendente das suas carreiras, estes “burrocratas”, se me permitem que me apodere por momentos da expressão de Herberto Helder, preferem punir e redistribuir, numa manobra tacanha e digna de gente sem qualquer respeito pelos seus concidadãos",Value(-),7140
5cf465d2896a7fea06ffd4aa,D,0,"[[1458, 1560]]","seria e era de esperar que os trabalhadores fossem recompensados pelo seu esforço, empenho e dedicação",Value,7141
5cf465d2896a7fea06ffd4aa,D,1,"[[1262, 1317]]","a banca encontra-se, felizmente para todos, a recuperar",Fact,7142
5cf465d2896a7fea06ffd4aa,D,2,"[[1320, 1406]]",este ano o sector registará um crescimento de mais de 80% dos seus resultados líquidos,Value(+),7143
5cf465d2896a7fea06ffd4aa,D,4,"[[2199, 2400]]","em vez de premiarem os mais novos e em fase ascendente das suas carreiras, estes “burrocratas”, se me permitem que me apodere por momentos da expressão de Herberto Helder, preferem punir e redistribuir",Value(-),7144
5cf465d2896a7fea06ffd4aa,D,5,"[[2064, 2190]]","Estes administradores, com uma visão 1.0 do futuro da banca, olham para os trabalhadores como um custo e nada mais do que isso",Value(-),7145
5cf465dd896a7fea06ffd52d,B,0,"[[478, 563]]","uma sociedade desportiva não precisa, para existir enquanto tal, de um clube fundador",Fact,7146
5cf465dd896a7fea06ffd52d,B,1,"[[584, 678]]","a sociedade desportiva pode ser constituída de raiz, sem a necessária participação de um clube",Fact,7147
5cf465dd896a7fea06ffd52d,B,2,"[[680, 830]]",ele apenas é necessário quando se pretenda a constituição pela transformação (do clube) ou por personalização jurídica de equipa desportiva (do clube),Fact,7148
5cf465dd896a7fea06ffd52d,B,5,"[[3627, 3761]]",a sociedade desportiva “sobrevivente” passa a estar sujeita ao regime estabelecido para as sociedades desportivas constituídas de raiz,Fact,7149
5cf465dd896a7fea06ffd52d,B,6,"[[3901, 3986]]","por não contemplar a (agora, desnecessária ou injustificada) tutela do clube fundador",Value,7150
5cf465dd896a7fea06ffd52d,B,8,"[[4642, 4790]]","a decisão que lhe subjaz exigirá, como qualquer outra decisão de investimento, a ponderação relativa à existência de um mínimo de segurança jurídica",Value,7151
5cf465dd896a7fea06ffd52d,B,9,"[[4595, 4635]]",este investimento comporta sempre riscos,Value,7152
5cf465dd896a7fea06ffd52d,B,11,"[[1806, 1943]]","o clube fundador recebe, aí, um tratamento distinto (mais favorável) daquele que teria um qualquer outro sócio, nessa ou noutra sociedade",Value,7153
5cf465dd896a7fea06ffd52d,B,12,"[[1653, 1783]]","ao clube fundador, nas sociedades constituídas por esse meio (e só nesse caso), são legalmente conferidos meios de tutela especial",Value,7154
5cf465dd896a7fea06ffd52d,C,0,"[[565, 678]]","Nos termos da lei, a sociedade desportiva pode ser constituída de raiz, sem a necessária participação de um clube",Fact,7155
5cf465dd896a7fea06ffd52d,C,1,"[[478, 563]]","uma sociedade desportiva não precisa, para existir enquanto tal, de um clube fundador",Fact,7156
5cf465dd896a7fea06ffd52d,C,2,"[[680, 830]]",ele apenas é necessário quando se pretenda a constituição pela transformação (do clube) ou por personalização jurídica de equipa desportiva (do clube),Fact,7157
5cf465dd896a7fea06ffd52d,C,3,"[[913, 935]]",pode subsistir sem ele,Fact,7158
5cf465dd896a7fea06ffd52d,C,16,"[[852, 896]]",ela se pode constituir sem um clube fundador,Fact,7159
5cf465dd896a7fea06ffd52d,C,6,"[[1378, 1583]]","a lei das sociedades desportivas determina que a participação do clube fundador, nas sociedades constituídas pela personalização jurídica de equipa desportiva, não pode ser inferior a 10% do capital social",Fact,7160
5cf465dd896a7fea06ffd52d,C,7,"[[1653, 1783]]","ao clube fundador, nas sociedades constituídas por esse meio (e só nesse caso), são legalmente conferidos meios de tutela especial",Fact,7161
5cf465dd896a7fea06ffd52d,C,8,"[[2030, 2057]]",silêncio da lei neste ponto,Value,7162
5cf465dd896a7fea06ffd52d,C,9,"[[2059, 2224]]","essa regra não impede, nem poderia impedir, o clube de participar na constituição de uma sociedade desportiva de raiz, com uma qualquer percentagem no capital social",Value,7163
5cf465dd896a7fea06ffd52d,C,12,"[[4595, 4635]]",este investimento comporta sempre riscos,Value(-),7164
5cf465dd896a7fea06ffd52d,C,13,"[[4642, 4790]]","a decisão que lhe subjaz exigirá, como qualquer outra decisão de investimento, a ponderação relativa à existência de um mínimo de segurança jurídica",Value,7165
5cf465dd896a7fea06ffd52d,C,14,"[[4821, 5004]]",esta é a única solução que tutela os interesses da generalidade dos clubes desportivos portugueses que carecem do investimento de terceiros para a prossecução da actividade desportiva,Value,7166
5cf465dd896a7fea06ffd52d,D,0,"[[343, 449]]","A resposta, que já desenvolvi e continuarei a tratar de modo desenvolvido em sede própria, é simples: pode",Value,7167
5cf465dd896a7fea06ffd52d,D,1,"[[478, 563]]","uma sociedade desportiva não precisa, para existir enquanto tal, de um clube fundador",Fact,7168
5cf465dd896a7fea06ffd52d,D,2,"[[584, 678]]","a sociedade desportiva pode ser constituída de raiz, sem a necessária participação de um clube",Value,7169
