annotator,ranges,tokens,label,id,positive_words,neutral_words,negative_words
C,"[[78, 164]]",a queixa na justiça contra o edifício projetado por Souto de Moura na Praça das Flores,Fact,2223,0,2,0
C,"[[166, 192]]",É uma situação preocupante,Value(-),2224,0,0,0
C,"[[197, 369]]",põe em causa a capacidade dos arquitetos intervirem originalmente nos centros urbanos quando já existem diversos obstáculos à renovação arquitetónica dos centros históricos,Value,2225,0,3,0
C,"[[837, 971]]","Esta argumentação, em parte também sustentada pelo PDM, incentiva o esventramento das estruturas existentes e a manutenção de fachadas",Value,2226,0,2,1
C,"[[973, 1100]]","Muitas vezes estas intervenções aumentam significativamente o volume construído, desvirtuando as já de si irrelevantes fachadas",Value,2227,0,1,1
C,"[[1102, 1191]]","outras, as fachadas condicionam os programas e tipologias criando uniformização na oferta",Value,2228,0,0,0
C,"[[1277, 1370]]",o aspeto mais pernicioso desta atitude em relação ao antigo é a sua progressiva generalização,Value,2229,1,1,1
C,"[[1920, 1998]]",contribui para o crescente empobrecimento das áreas que se pretendem valorizar,Value(-),2230,2,0,0
C,"[[1632, 1797]]","é também natural que os clientes prefiram avançar já com uma proposta de manutenção de fachada, às vezes com custos elevados, com a esperança de acelerar a aprovação",Value,2231,1,3,0
C,"[[1799, 1903]]","Os próprios arquitetos, com honorários limitados, terão algum incentivo para partir já desse pressuposto",Value,2232,1,1,3
C,"[[1379, 1445]]",a consequência é uma queixa na justiça ou a condenação na imprensa,Value(-),2233,0,0,0
C,"[[1447, 1575]]",não é de surpreender que os técnicos nas câmaras se mostrem avessos aos riscos da aprovação de projetos potencialmente polémicos,Value,2234,0,2,2
C,"[[2568, 2684]]",São poucas as soluções de fachadismo positivas e mais raras ainda as que se tornam obras de referência para o futuro,Value,2235,3,1,0
C,"[[2686, 2715]]",Exemplos do contrário abundam,Value,2236,0,0,1
C,"[[2763, 2828]]","o edifício do Comércio do Porto, na Avenida dos Aliados, no Porto",Value,2237,0,1,0
C,"[[2856, 2931]]",foi esventrado tendo sido mantida a fachada monumental “beaux arts” de 1930,Value(-),2238,1,1,0
C,"[[4010, 4101]]",a cidade que estagna a sua própria evolução está a condenar-se ao seu esvaziamento cultural,Value,2239,0,2,0
C,"[[4103, 4175]]","A uma cidade com futuro não basta parecer autêntica, tem também de o ser",Value,2240,2,3,0
D,"[[166, 192]]",É uma situação preocupante,Value,2241,0,0,0
D,"[[197, 369]]",põe em causa a capacidade dos arquitetos intervirem originalmente nos centros urbanos quando já existem diversos obstáculos à renovação arquitetónica dos centros históricos,Fact,2242,0,3,0
D,"[[1054, 1100]]",desvirtuando as já de si irrelevantes fachadas,Value,2243,0,0,1
D,"[[973, 1052]]",Muitas vezes estas intervenções aumentam significativamente o volume construído,Fact,2244,0,1,0
D,"[[1447, 1575]]",não é de surpreender que os técnicos nas câmaras se mostrem avessos aos riscos da aprovação de projetos potencialmente polémicos,Value,2245,0,2,2
D,"[[1379, 1445]]",a consequência é uma queixa na justiça ou a condenação na imprensa,Fact,2246,0,0,0
D,"[[2111, 2154]]",não devem ser os arquitetos a ser avaliados,Value,2247,2,0,0
D,"[[2160, 2175]]",sim os projetos,Policy,2248,0,0,0
D,"[[2177, 2198]]",É um ponto importante,Value(+),2249,1,0,0
D,"[[2209, 2272]]",não existam estudos conhecidos sobre a realidade dessa situação,Fact,2250,1,0,0
D,"[[2460, 2565]]",o reverso desta medalha é os centros urbanos atraírem cada vez menos intervenções de arquitetos de renome,Value(-),2251,0,1,0
D,"[[2396, 2458]]",Não apoiando o tratamento preferencial de “arquitetos estrela”,Value,2252,0,0,0
D,"[[2830, 2931]]","Nos anos 1990, o edifício foi esventrado tendo sido mantida a fachada monumental “beaux arts” de 1930",Value,2253,1,1,0
D,"[[2932, 2991]]","devido, supõe-se, ao seu elevado valor estético e histórico",Value,2254,1,2,0
B,"[[943, 1004]]",a contratação destes investigadores incluída no financiamento,Value,2255,1,1,0
B,"[[1028, 1082]]",considerada imprescindível à concretização desse plano,Value,2256,1,1,0
B,"[[1298, 1320]]",Tal não tem acontecido,Value,2257,0,0,0
B,"[[1341, 1400]]",desempenham funções que constituem necessidades permanentes,Value,2258,0,1,0
B,"[[1410, 1546]]","contribuem, com o seu trabalho, para que as suas instituições continuem a obter excelentes avaliações e o financiamento a isso associado",Value,2259,1,1,1
B,"[[2779, 2875]]","ou alguém por lapso se esqueceu delas, ou alguém tentou deliberadamente ocultar a sua existência",Value,2260,1,0,0
B,"[[2712, 2752]]",essas pessoas existem às largas centenas,Fact,2261,0,0,1
B,"[[2755, 2777]]",não estão no relatório,Fact,2262,0,0,0
B,"[[2888, 3029]]",o texto governativo parece sugerir que os casos de contratos a termo na ciência e no ensino superior se restringem aos professores convidados,Value,2263,1,1,0
B,"[[3035, 3119]]",os números apresentados não correspondem àqueles que já eram oficialmente conhecidos,Value,2264,1,0,1
B,"[[3121, 3344]]","Parece também sugerir (num parágrafo ambíguo e que tanto pode incluí-los como não, consoante a interpretação) que os restantes são pessoas contratadas como mão-de-obra para os habituais projetos de investigação de três anos",Value,2265,1,3,2
B,"[[3350, 3432]]","nunca são mencionados, nem nunca é explicitada a sua situação, bem diferente dessa",Value,2266,1,1,1
B,"[[3435, 3544]]","Este silêncio ensurdecedor não terá sequer a ver com questões de deficit, ou de volume do Orçamento do Estado",Value,2267,1,0,1
B,"[[3556, 3708]]",a regularização dos contratos destes trabalhadores científicos e a sua integração definitiva na administração pública não apresenta custos suplementares,Value,2268,1,3,0
B,"[[3717, 3762]]",recebem o mesmo que os seus colegas do quadro,Fact,2269,0,1,0
B,"[[4098, 4275]]","Importa, sim, que essa invisibilidade cesse quando começar, em cada ministério e com representação sindical, o processo de regularização da precariedade na administração pública",Policy,2270,1,2,0
B,"[[4284, 4319]]",esse é um direito destes cientistas,Value,2271,0,1,0
B,"[[4329, 4437]]","a precariedade científica é má para eles, é má para as suas instituições e é má para a ciência que se produz",Value(-),2272,0,1,3
B,"[[4440, 4471], [4493, 4557]]","O ministro Manuel Heitor merece a confiança da larga maioria dos seus colegas, nas universidades",Value(+),2273,0,0,1
B,"[[4478, 4491]]",seu historial,Value,2274,0,0,0
C,"[[386, 528]]","nunca encontro qualquer referência aos chamados “Investigadores Laboratório Associado” (iLAB), nem aos mais recentes Investigadores FCT (iFCT)",Value,2275,0,4,1
C,"[[543, 665]]","estes são, na área científica, os casos mais evidentes de contratos precários que estão desajustados das funções exercidas",Value,2276,2,1,2
C,"[[1298, 1320]]",Tal não tem acontecido,Value,2277,0,0,0
C,"[[1341, 1400]]",desempenham funções que constituem necessidades permanentes,Value,2278,0,1,0
C,"[[1410, 1546]]","contribuem, com o seu trabalho, para que as suas instituições continuem a obter excelentes avaliações e o financiamento a isso associado",Value,2279,1,1,1
C,"[[1198, 1296]]","estes cientistas assinam um contrato a termo incerto, que poderá ser rescindido a qualquer momento",Value,2280,1,0,1
C,"[[2025, 2171]]","o seu programa de trabalho não é meramente pessoal, mas também ele uma contribuição necessária ao trabalho corrente da instituição onde investigam",Value,2281,0,3,0
C,"[[1699, 1840]]","Quando se candidataram aos seletivos concursos internacionais nos quais foram selecionados, tiveram que apresentar um projeto de investigação",Value,2282,0,2,1
C,"[[1854, 1998]]",um item importante da sua avaliação era a adequação dos seus projetos aos planos estratégicos dos centros de investigação onde queriam trabalhar,Value,2283,2,2,0
C,"[[2888, 3029]]",o texto governativo parece sugerir que os casos de contratos a termo na ciência e no ensino superior se restringem aos professores convidados,Value,2284,1,1,0
C,"[[3035, 3119]]",os números apresentados não correspondem àqueles que já eram oficialmente conhecidos,Fact,2285,1,0,1
C,"[[3121, 3344]]","Parece também sugerir (num parágrafo ambíguo e que tanto pode incluí-los como não, consoante a interpretação) que os restantes são pessoas contratadas como mão-de-obra para os habituais projetos de investigação de três anos",Value,2286,1,3,2
C,"[[3350, 3371]]",nunca são mencionados,Fact,2287,1,0,1
C,"[[3377, 3432]]","nunca é explicitada a sua situação, bem diferente dessa",Value,2288,0,1,0
C,"[[3556, 3708]]",a regularização dos contratos destes trabalhadores científicos e a sua integração definitiva na administração pública não apresenta custos suplementares,Value,2289,1,3,0
C,"[[3717, 3762]]",recebem o mesmo que os seus colegas do quadro,Fact,2290,0,1,0
C,"[[4098, 4275]]","Importa, sim, que essa invisibilidade cesse quando começar, em cada ministério e com representação sindical, o processo de regularização da precariedade na administração pública",Policy,2291,1,2,0
C,"[[4284, 4319]]",esse é um direito destes cientistas,Value(-),2292,0,1,0
C,"[[4329, 4437]]","a precariedade científica é má para eles, é má para as suas instituições e é má para a ciência que se produz",Value(-),2293,0,1,3
C,"[[4440, 4471], [4493, 4557]]","O ministro Manuel Heitor merece a confiança da larga maioria dos seus colegas, nas universidades",Value(+),2294,0,0,1
C,"[[4478, 4491]]",seu historial,Fact,2295,0,0,0
C,"[[4654, 4709]]","a confiança tem de ser mantida, merecida e reatualizada",Value,2296,2,1,0
C,"[[4755, 4915]]","o ministro Vieira da Silva, a quem cabe coordenar este processo de regularização da precariedade na administração pública, tem uma sólida reputação de seriedade",Value(+),2297,0,3,0
C,"[[4917, 4962]]",É bom que esteja atento a este e outros casos,Policy,2298,2,0,0
D,"[[1298, 1332]]","Tal não tem acontecido, exatamente",Value,2299,0,0,0
D,"[[1341, 1400]]",desempenham funções que constituem necessidades permanentes,Fact,2300,0,1,0
D,"[[1410, 1546]]","contribuem, com o seu trabalho, para que as suas instituições continuem a obter excelentes avaliações e o financiamento a isso associado",Fact,2301,1,1,1
D,"[[1699, 1840]]","Quando se candidataram aos seletivos concursos internacionais nos quais foram selecionados, tiveram que apresentar um projeto de investigação",Fact,2302,0,2,1
D,"[[1854, 1998]]",um item importante da sua avaliação era a adequação dos seus projetos aos planos estratégicos dos centros de investigação onde queriam trabalhar,Fact,2303,2,2,0
D,"[[1599, 1697]]","Os iFCT têm contratos a prazo de cinco anos, indo os dos primeiros 200 contratados acabar em breve",Value,2304,1,3,0
D,"[[2320, 2524]]","Em ambos os casos estamos, assim, perante contratos a termo que cumprem as três condições apontadas pelo Governo para a sua integração no processo de regularização da precariedade na administração pública",Value,2305,0,1,1
D,"[[2526, 2619]]","têm subordinação hierárquica e horário completo, o que aliás é explicitado nos seus contratos",Fact,2306,0,1,0
D,"[[2634, 2699]]",desempenharem funções que correspondem a necessidades permanentes,Fact,2307,0,1,0
D,"[[2888, 3029]]",o texto governativo parece sugerir que os casos de contratos a termo na ciência e no ensino superior se restringem aos professores convidados,Value,2308,1,1,0
D,"[[3035, 3119]]",os números apresentados não correspondem àqueles que já eram oficialmente conhecidos,Fact,2309,1,0,1
D,"[[3121, 3344]]","Parece também sugerir (num parágrafo ambíguo e que tanto pode incluí-los como não, consoante a interpretação) que os restantes são pessoas contratadas como mão-de-obra para os habituais projetos de investigação de três anos",Value,2310,1,3,2
D,"[[3350, 3432]]","nunca são mencionados, nem nunca é explicitada a sua situação, bem diferente dessa",Fact,2311,1,1,1
D,"[[3435, 3544]]","Este silêncio ensurdecedor não terá sequer a ver com questões de deficit, ou de volume do Orçamento do Estado",Value,2312,1,0,1
D,"[[3556, 3708]]",a regularização dos contratos destes trabalhadores científicos e a sua integração definitiva na administração pública não apresenta custos suplementares,Fact,2313,1,3,0
D,"[[3717, 3762]]",recebem o mesmo que os seus colegas do quadro,Fact,2314,0,1,0
D,"[[4116, 4275]]","essa invisibilidade cesse quando começar, em cada ministério e com representação sindical, o processo de regularização da precariedade na administração pública",Policy,2315,1,2,0
D,"[[4284, 4319]]",esse é um direito destes cientistas,Fact,2316,0,1,0
D,"[[4329, 4437]]","a precariedade científica é má para eles, é má para as suas instituições e é má para a ciência que se produz",Fact,2317,0,1,3
D,"[[4440, 4557]]","O ministro Manuel Heitor merece, pelo seu historial, a confiança da larga maioria dos seus colegas, nas universidades",Value,2318,0,0,1
D,"[[4559, 4623]]","Esse é, sem dúvida, um importante capital político e governativo",Fact,2319,1,1,1
D,"[[4630, 4709]]","conforme todos sabemos, a confiança tem de ser mantida, merecida e reatualizada",Fact,2320,2,1,0
A,"[[0, 138]]","O arrancar de parquímetros em Carnide na noite de 6 para 7 de Abril, é emblemático do mal-estar provocado pela atitude majestática da EMEL",Value(-),2321,2,1,0
A,"[[148, 336]]","O espaço publico, até aí aberto, passa para a exploração da EMEL, por simples marcação de lugares no chão, sem qualquer investimento nem valor acrescentado, só por desenhar espaços, cobrar",Value(-),2322,2,3,3
A,"[[2457, 2509]]",A política de não criar estacionamentos vem de longe,Value,2323,0,1,2
A,"[[2511, 2622]]","Desde os meados do século passado, a CML nem sempre obrigou as novas construções a terem estacionamento próprio",Value,2324,1,1,1
A,"[[2685, 2770]]","Telheiras tem só três parques privados, o resto é em espaços públicos, ruas, pracetas",Fact,2325,0,2,1
A,"[[3467, 3485]]",tarifado pela EMEL,Fact,2326,0,0,0
A,"[[3488, 3505]]",receita municipal,Value,2327,0,0,0
A,"[[5583, 5615]]",a EMEL tem criado alguns parques,Value,2328,0,0,0
A,"[[5621, 5728]]","falta a construção de mais parques de estacionamento subterrâneos e até de silos, cuja necessidade é enorme",Value,2329,0,1,1
A,"[[5783, 5806]]",não há que o dificultar,Value,2330,0,0,1
A,"[[5731, 5781]]",O automóvel ainda é o principal meio de transporte,Value,2331,0,2,0
A,"[[3591, 3598], [3663, 3671], [3693, 3706]]",o fisco e a EMEL ganham sempre,Value,2332,0,0,0
A,"[[3605, 3635]]",impostos sobre os combustíveis,Fact,2333,0,1,1
A,"[[3678, 3692]]",taxas e coimas,Fact,2334,0,0,0
C,"[[0, 138]]","O arrancar de parquímetros em Carnide na noite de 6 para 7 de Abril, é emblemático do mal-estar provocado pela atitude majestática da EMEL",Value(-),2335,2,1,0
C,"[[148, 336]]","O espaço publico, até aí aberto, passa para a exploração da EMEL, por simples marcação de lugares no chão, sem qualquer investimento nem valor acrescentado, só por desenhar espaços, cobrar",Value(-),2336,2,3,3
C,"[[347, 525]]","é visto como usurpação, expulsão, sob pretexto de “moralizar o uso do espaço que é de todos”, “criar uma rotatividade de acesso aos lugares”… que de facto continua sempre ocupado",Value(-),2337,2,1,1
C,"[[2363, 2391]]",Temos assim a dupla perfeita,Value(+),2338,1,1,0
C,"[[2393, 2423]]",a CML não promove mais parques,Fact,2339,0,0,0
C,"[[2425, 2454]]",a EMEL explora o pouco que há,Value(-),2340,0,0,1
C,"[[2457, 2509]]",A política de não criar estacionamentos vem de longe,Value,2341,0,1,2
C,"[[2511, 2622]]","Desde os meados do século passado, a CML nem sempre obrigou as novas construções a terem estacionamento próprio",Fact,2342,1,1,1
C,"[[3708, 3762]]",Tão habituados estamos a esta “arteroesclerose” viária,Value(-),2343,0,0,1
C,"[[3768, 3788]]",já nem damos por ela,Value,2344,0,0,0
C,"[[5621, 5728]]","falta a construção de mais parques de estacionamento subterrâneos e até de silos, cuja necessidade é enorme",Value(-),2345,0,1,1
C,"[[5447, 5539]]",Esta falta de estacionamento leva ao progressivo afastamento de moradores para as periferias,Value,2346,1,1,1
C,"[[5541, 5569]]",desertificando mais a cidade,Value(-),2347,0,0,0
C,"[[5583, 5615]]",a EMEL tem criado alguns parques,Fact,2348,0,0,0
C,"[[631, 678]]",tendo ganho dois Orçamentos Participativos (OP),Fact,2349,1,0,0
C,"[[680, 719]]",nenhum destes foi implementado pela CML,Fact,2350,0,0,0
C,"[[725, 836]]",a JFC pretende implementar esses dois OP como contrapartida da instalação de parquímetros na sua zona histórica,Value,2351,0,1,0
C,"[[1461, 1578]]","a EMEL e a CML não pretendem resolver a fundo a falta de estacionamento em Lisboa, mas tão só explorar a sua escassez",Value(-),2352,0,2,2
C,"[[1582, 1739]]","encaram o automóvel como um meio de transporte a afastar da cidade, incomportável nas zonas antigas, a condicionar o mais possível pelas mais diversas razões",Value,2353,1,4,1
C,"[[5731, 5781]]",O automóvel ainda é o principal meio de transporte,Value,2354,0,2,0
C,"[[5783, 5806]]",não há que o dificultar,Value,2355,0,0,1
C,"[[5862, 5891]]",Novas mobilidades já andam aí,Fact,2356,1,0,0
C,"[[5893, 5900]]",segways,Fact,2357,0,0,0
C,"[[5902, 5912]]",trotinetes,Fact,2358,0,0,0
C,"[[5915, 5932]]",skates eléctricos,Fact,2359,0,0,0
D,"[[0, 138]]","O arrancar de parquímetros em Carnide na noite de 6 para 7 de Abril, é emblemático do mal-estar provocado pela atitude majestática da EMEL",Value,2360,2,1,0
D,"[[148, 336]]","O espaço publico, até aí aberto, passa para a exploração da EMEL, por simples marcação de lugares no chão, sem qualquer investimento nem valor acrescentado, só por desenhar espaços, cobrar",Fact,2361,2,3,3
D,"[[1431, 1542]]","A explicação é que, de facto, a EMEL e a CML não pretendem resolver a fundo a falta de estacionamento em Lisboa",Value,2362,0,1,1
D,"[[1548, 1578]]",tão só explorar a sua escassez,Fact,2363,0,1,1
D,"[[2363, 2391]]",Temos assim a dupla perfeita,Value,2364,1,1,0
D,"[[2393, 2423]]",a CML não promove mais parques,Fact,2365,0,0,0
D,"[[2425, 2454]]",a EMEL explora o pouco que há,Fact,2366,0,0,1
D,"[[2457, 2509]]",A política de não criar estacionamentos vem de longe,Value,2367,0,1,2
D,"[[2511, 2668]]","Desde os meados do século passado, a CML nem sempre obrigou as novas construções a terem estacionamento próprio, sendo mais as isenções que o seu cumprimento",Fact,2368,1,1,1
D,"[[3339, 3485]]","Esse estacionamento ao longo dos passeios, em vez de retirado para sítios próprios (parques, subterrâneos, silos), passou a ser…tarifado pela EMEL",Fact,2369,0,3,0
D,"[[3488, 3505]]",receita municipal,Value,2370,0,0,0
D,"[[3547, 3585]]",A economia geral e das empresas perdem,Value(-),2371,0,1,0
D,"[[3591, 3706]]",o fisco pelos impostos sobre os combustíveis (60 a 70% do preço destes) e a EMEL pelas taxas e coimas ganham sempre,Fact,2372,0,1,1
D,"[[5110, 5154]]",só os que chegam primeiro têm de facto lugar,Value(-),2373,0,1,1
D,"[[4931, 5098]]","Na perspectiva de “gerir a escassez”, uma medida que pratica é a de atribuir licenças anuais para residentes, pagas, em número superior aos lugares disponíveis na zona",Fact,2374,4,2,1
D,"[[5447, 5569]]","Esta falta de estacionamento leva ao progressivo afastamento de moradores para as periferias, desertificando mais a cidade",Value(-),2375,1,1,1
D,"[[5283, 5445]]",retira lugares aos moradores para os atribuir à hotelaria e restauração como aconteceu recentemente na Baixa com a transferência de 60 lugares daqueles para estes,Fact,2376,0,2,1
D,"[[5583, 5615]]",a EMEL tem criado alguns parques,Value(+),2377,0,0,0
D,"[[5621, 5728]]","falta a construção de mais parques de estacionamento subterrâneos e até de silos, cuja necessidade é enorme",Fact,2378,0,1,1
D,"[[5783, 5806]]",não há que o dificultar,Value,2379,0,0,1
D,"[[5731, 5781]]",O automóvel ainda é o principal meio de transporte,Fact,2380,0,2,0
D,"[[5812, 5860]]",sim obrigar cada carro a ter o seu lugar próprio,Value,2381,0,2,1
A,"[[894, 956]]",riqueza hídrica do sítio de implantação do futuro Parque Verde,Value(+),2382,1,2,0
A,"[[1088, 1161]]",este lugar poderá comportar maior quantidade de testemunhos arqueológicos,Value,2383,1,1,1
A,"[[848, 879]]",características geomorfológicas,Fact,2384,0,1,0
A,"[[970, 1030]]",um lugar que segue os padrões exigidos para a fixação humana,Value(+),2385,1,0,0
A,"[[2036, 2113]]",a mesma obra tem um prazo para inauguração anterior ao mês de Outubro de 2017,Fact,2386,0,2,0
A,"[[2132, 2251]]","é de toda a conveniência que a equipa de arqueologia retome os trabalhos de prospecção que, entretanto, foram suspensos",Value,2387,1,0,1
A,"[[1748, 1851]]","Se for esse o caso, as sondagens arqueológicas deverão desenvolver-se ao mesmo tempo que decorre a obra",Value,2388,0,2,1
A,"[[1859, 2025]]","se as mesmas forem suspensas para serem retomadas em 2018, os estudos arqueológicos a desenvolver ficarão condicionados pelas estruturas do Parque Verde já concluídas",Value,2389,0,3,3
A,"[[551, 675]]",esta descoberta poderá constituir um contributo fundamental para um saber mais amplo e mais profundo da história de Alcobaça,Value(+),2390,2,4,0
A,"[[691, 830]]","existência de um vazio de conhecimento histórico-arqueológico do espaço da cidade, no período que decorre entre as épocas romana e medieval",Fact,2391,0,2,0
C,"[[151, 308]]",perfeitamente natural a recente descoberta de estruturas fundacionais de um edifício (Templo? Mausoléu?) na obra do futuro Parque Verde da cidade de Alcobaça,Value,2392,1,4,0
C,"[[0, 138]]","Considerando a diversidade de povos, civilizações e culturas que, no período pré-cisterciense, tiveram assentamento por terras de Alcobaça",Fact,2393,0,0,0
C,"[[413, 508]]","as dúvidas acerca das estruturas encontradas são, logicamente, muito maiores do que as certezas",Value(-),2394,1,1,1
C,"[[517, 675]]",subsiste a firme convicção de que esta descoberta poderá constituir um contributo fundamental para um saber mais amplo e mais profundo da história de Alcobaça,Value,2395,3,4,0
C,"[[691, 830]]","existência de um vazio de conhecimento histórico-arqueológico do espaço da cidade, no período que decorre entre as épocas romana e medieval",Fact,2396,0,2,0
C,"[[2132, 2251]]","é de toda a conveniência que a equipa de arqueologia retome os trabalhos de prospecção que, entretanto, foram suspensos",Value,2397,1,0,1
C,"[[1768, 1851]]",as sondagens arqueológicas deverão desenvolver-se ao mesmo tempo que decorre a obra,Policy,2398,0,2,1
C,"[[1859, 2025]]","se as mesmas forem suspensas para serem retomadas em 2018, os estudos arqueológicos a desenvolver ficarão condicionados pelas estruturas do Parque Verde já concluídas",Fact,2399,0,3,3
C,"[[848, 879]]",características geomorfológicas,Value,2400,0,1,0
C,"[[1088, 1161]]",este lugar poderá comportar maior quantidade de testemunhos arqueológicos,Value,2401,1,1,1
C,"[[889, 956]]",pela riqueza hídrica do sítio de implantação do futuro Parque Verde,Value(+),2402,1,2,0
C,"[[958, 1030]]",trata-se de um lugar que segue os padrões exigidos para a fixação humana,Value,2403,1,0,0
D,"[[140, 308]]",parece-nos perfeitamente natural a recente descoberta de estruturas fundacionais de um edifício (Templo? Mausoléu?) na obra do futuro Parque Verde da cidade de Alcobaça,Value,2404,1,4,0
D,"[[0, 138]]","Considerando a diversidade de povos, civilizações e culturas que, no período pré-cisterciense, tiveram assentamento por terras de Alcobaça",Fact,2405,0,0,0
D,"[[413, 508]]","as dúvidas acerca das estruturas encontradas são, logicamente, muito maiores do que as certezas",Value,2406,1,1,1
D,"[[517, 675]]",subsiste a firme convicção de que esta descoberta poderá constituir um contributo fundamental para um saber mais amplo e mais profundo da história de Alcobaça,Fact,2407,3,4,0
D,"[[677, 830]]","em virtude da existência de um vazio de conhecimento histórico-arqueológico do espaço da cidade, no período que decorre entre as épocas romana e medieval",Fact,2408,0,2,0
D,"[[1051, 1161]]","de acordo com o princípio enunciado, este lugar poderá comportar maior quantidade de testemunhos arqueológicos",Value,2409,1,1,1
D,"[[958, 1030]]",trata-se de um lugar que segue os padrões exigidos para a fixação humana,Fact,2410,1,0,0
D,"[[848, 879]]",características geomorfológicas,Fact,2411,0,1,0
D,"[[883, 956]]",ainda pela riqueza hídrica do sítio de implantação do futuro Parque Verde,Fact,2412,1,2,0
D,"[[1748, 1851]]","Se for esse o caso, as sondagens arqueológicas deverão desenvolver-se ao mesmo tempo que decorre a obra",Value,2413,0,2,1
D,"[[1859, 2025]]","se as mesmas forem suspensas para serem retomadas em 2018, os estudos arqueológicos a desenvolver ficarão condicionados pelas estruturas do Parque Verde já concluídas",Fact,2414,0,3,3
D,"[[2036, 2113]]",a mesma obra tem um prazo para inauguração anterior ao mês de Outubro de 2017,Fact,2415,0,2,0
D,"[[2132, 2218]]",é de toda a conveniência que a equipa de arqueologia retome os trabalhos de prospecção,Value,2416,1,0,0
D,"[[2236, 2251]]",foram suspensos,Fact,2417,0,0,1
D,"[[3247, 3316]]",todas as questões nos parecem indubitavelmente de resposta afirmativa,Value,2418,1,0,0
D,"[[3120, 3245]]","Atentando ao superior interesse no desenvolvimento sustentado, bem como na maior dinâmica da cidade e do concelho de Alcobaça",Value,2419,2,2,0
A,"[[203, 254]]","um balanço é, quase sempre, um atualizar de desejos",Value,2420,0,0,0
A,"[[0, 186]]","Uma parte muito significativa da magia do futebol explica-se pela forma cíclica como as épocas se sucedem, renovando-se, ano após ano, os sonhos, os desejos e as expectativas dos adeptos",Value,2421,2,0,0
A,"[[276, 329]]",a época fica marcada pelo acentuar de duas tendências,Value,2422,2,0,0
A,"[[415, 485]]",a redução da competitividade na Liga e restantes competições nacionais,Value(-),2423,0,1,0
A,"[[331, 412]]",o aumento da conflituosidade e da desconfiança em torno das estruturas do futebol,Value(-),2424,0,0,0
A,"[[487, 611]]",Para isso contribuíram alguns fatores que há muito foram identificados e que os agentes desportivos parecem querer perpetuar,Value,2425,1,0,0
A,"[[626, 715]]",a colossal diferença entre os orçamentos dos três chamados grandes e dos restantes clubes,Value,2426,0,3,0
A,"[[783, 929]]","a maximização dos erros de arbitragem que prejudicam os três chamados grandes, criando condições para que sejam, invariavelmente, mais favorecidos",Value(-),2427,1,2,0
A,"[[945, 1028]]",a excessiva representação desses clubes (e dos seus dirigentes) nos media nacionais,Value(-),2428,1,1,1
A,"[[1053, 1134]]","em Portugal, os estádios estão tristemente vazios na esmagadora maioria dos jogos",Value(-),2429,0,2,0
A,"[[729, 768]]",o número excessivo de equipas na I Liga,Value(-),2430,0,0,1
A,"[[1137, 1191]]","Em Braga, a época que agora termina não deixa saudades",Value(-),2431,0,0,0
A,"[[1349, 1525]]","pouco depois da euforia da vitória no Jamor, os adeptos do Sporting de Braga foram surpreendidos por uma escolha que teve tanto de imprevisível e incompreensível como de amarga",Value(-),2432,1,1,4
A,"[[1527, 1743]]","o treinador José Peseiro, que tinha acabado de ser despedido do FC Porto e trazia no currículo uma passagem muito contestada por Braga, foi escolhido para voltar a liderar o projeto desportivo no futebol profissional",Fact,2433,3,2,3
A,"[[1919, 1987]]",os desaires na Liga Europa aumentaram a desconfiança dos bracarenses,Value(-),2434,0,0,0
A,"[[1757, 1917]]","resultados na Liga (melhores que as exibições, sublinhe-se) terem dado o benefício da dúvida a um treinador que não gozava de qualquer empatia junto dos adeptos",Value,2435,2,1,0
A,"[[2302, 2362]]",vitória em Alvalade com consequente subida ao terceiro posto,Fact,2436,1,2,0
A,"[[2211, 2300]]",a passagem fugaz de Abel Ferreira pelo comando técnico deixou um rasto altamente positivo,Value,2437,2,2,0
A,"[[2551, 2580]]",O estado de graça acabou cedo,Value(-),2438,0,0,0
A,"[[2591, 2635]]",a derrota em casa com o Vitória de Guimarães,Fact,2439,0,0,0
A,"[[2669, 2703]]",a derrota na final da Taça da Liga,Fact,2440,0,1,0
A,"[[3643, 3699]]","Este ano, a luta a dois começou a desenhar-se muito cedo",Value,2441,0,0,0
A,"[[3701, 3771]]",Sporting CP e SC Braga saíram da luta pelo título ainda antes do Natal,Value,2442,0,0,0
A,"[[3914, 3981]]",A diferença de qualidade entre os plantéis pode ter sido importante,Value,2443,1,1,0
A,"[[3987, 4003]]",não explica tudo,Value,2444,0,0,0
A,"[[4005, 4062]]",o FC Porto de Nuno Espírito Santo não geriu bem a pressão,Value,2445,1,0,0
B,"[[0, 186]]","Uma parte muito significativa da magia do futebol explica-se pela forma cíclica como as épocas se sucedem, renovando-se, ano após ano, os sonhos, os desejos e as expectativas dos adeptos",Value,2446,2,0,0
B,"[[203, 254]]","um balanço é, quase sempre, um atualizar de desejos",Value,2447,0,0,0
B,"[[331, 412]]",o aumento da conflituosidade e da desconfiança em torno das estruturas do futebol,Value(-),2448,0,0,0
B,"[[415, 485]]",a redução da competitividade na Liga e restantes competições nacionais,Value(-),2449,0,1,0
B,"[[1066, 1134]]",os estádios estão tristemente vazios na esmagadora maioria dos jogos,Value(-),2450,0,2,0
B,"[[626, 715]]",a colossal diferença entre os orçamentos dos três chamados grandes e dos restantes clubes,Value(-),2451,0,3,0
B,"[[729, 768]]",o número excessivo de equipas na I Liga,Value(-),2452,0,0,1
